"제안번호","제안제목","제안내용","제안등록일자"
"191632","서울시내를 두루 다니는 시내버스를 이용하여 교통위반 적발에 활용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191632","2021-11-04 21:09:43.0"
"191631","한부모 가정에게 상담 치료 바우처 지원을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191631","2021-11-04 19:39:26.0"
"191630","담배꽁초 수거함","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191630","2021-11-04 14:28:43.0"
"191629","결혼식장 면적당 인원제한 완화 및 폐지 건","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191629","2021-11-04 13:40:13.0"
"191628","편의점에 물을 담아 파는 것이 아닌 물의 양에 따라 물을 판매하게 해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191628","2021-11-04 12:03:35.0"
"191627","텀블러를 가져가면 1000원 이상 할인해주는 카페에 세금을 덜 매겨주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191627","2021-11-04 10:54:33.0"
"191626","주차장과 도로를 줄여주시고하천을 복원해 주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191626","2021-11-04 10:48:07.0"
"191625","장애아 및 발달장애아를 위한 통합반 개선 바랍니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191625","2021-11-04 00:18:58.0"
"191624","근로복지시설이용","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191624","2021-11-03 22:02:29.0"
"191623","상생국민지원금과 상생소비지원금 용어의 비슷함으로 인한 불편 해소","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191623","2021-11-03 20:39:09.0"
"191622","자하문로  cu 앞 보안등 소등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191622","2021-11-03 19:37:54.0"
"191621","자하문로 74 앞 가로등 보안등 소등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191621","2021-11-03 19:35:48.0"
"191620","자하문로 70 28-32","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191620","2021-11-03 19:33:52.0"
"191619","성산로 다리아래 횡단보도 옆 도로가 낮아서 문제","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191619","2021-11-03 19:31:26.0"
"191618","연세대 앞  성산로  측구 파손","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191618","2021-11-03 19:28:32.0"
"191617","연세대 중앙로  연결 판 파손으로 보도 일어남","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191617","2021-11-03 19:22:37.0"
"191616","지하철 9호선 차량 증설","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191616","2021-11-03 19:02:58.0"
"191615","근로가능한 발달장애인의 고용촉진과 자립을 위한 대안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191615","2021-11-03 16:59:32.0"
"191614","마트에서 에코백을 대여할 수 있도록 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191614","2021-11-03 13:41:10.0"
"191613","반포 3주구  문 강제 개방후 서류전달(이주기간 22년5월)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191613","2021-11-03 12:26:03.0"
"191612","학교 밖 청소년을 위한 청소년 관련 센터 연계 및 진로 탐색 프로그램","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191612","2021-11-03 11:56:41.0"
"191611","학교 전면등교","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191611","2021-11-03 11:52:31.0"
"191610","독도 관련 행사 개최 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191610","2021-11-03 11:44:48.0"
"191609","모든 마트에서 일회용품(나무 젓가락 플라스틱 숟가락 등)을 가져갈 때 비닐봉투처럼 돈을 내게 하자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191609","2021-11-03 09:21:04.0"
"191608","아직 실제 등하교 경험이 없는 예비초맘과 기존 일부 초등학교 학부모의 안전한 등하굣길에 대한 불안감을 초고밀도 초등학교 조장하는 날치기 통학구역조정대신 안전한 등하교길 조성으로 응대하여 근본적으로 해결해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191608","2021-11-03 08:27:34.0"
"191607","길거리에 쓰레기통을 증설해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191607","2021-11-03 06:29:42.0"
"191606","2022년 6월부터 시행될 1회용 컵 보증금제를 개선된 방향으로 시행해 주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191606","2021-11-03 00:41:02.0"
"191605","분리 배출 의무화","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191605","2021-11-02 19:22:47.0"
"191604","서울대공원동물원울타리개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191604","2021-11-02 16:57:51.0"
"191603","돌봄 노동 인정 반대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191603","2021-11-02 13:57:05.0"
"191602","종이팩 빨대를 없애고 종이빨대나 옆을 뜯을 수 있게 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191602","2021-11-02 12:13:30.0"
"191601","페트병 라벨지를 없애주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191601","2021-11-02 11:48:29.0"
"191600","두개로 되있는 지하철 환승역명을 지역역명으로 통일합시다 이수역","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191600","2021-11-02 10:06:04.0"
"191598","동작구대방동공공도서관설치건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191598","2021-11-01 22:58:41.0"
"191597","버스 현광등 점검","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191597","2021-11-01 18:14:58.0"
"191596","경찰청 앞  안내판7024 (  )(여유)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191596","2021-11-01 18:09:44.0"
"191595","봉제 도서관 (시민들이 참여할수있는 창작소 DDP 드림랩 재개장에 관해서","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191595","2021-11-01 12:52:33.0"
"191594","플라스틱 병 비닐라벨 제거","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191594","2021-11-01 12:44:33.0"
"191593","온서울 건강온에 신청지급하는 스마트밴드 외 일반 스마트워치도 참여할수 있기를","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191593","2021-11-01 11:41:13.0"
"191592","차일드존도 지켜주셔요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191592","2021-11-01 02:33:56.0"
"191590","'고기없는 월요일' 식단 확대 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191590","2021-10-31 19:35:45.0"
"191589","미아3동 258번지 재개발로 서울시 집값문제 안정을!!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191589","2021-10-31 17:18:19.0"
"191588","확인바랍니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191588","2021-10-31 13:46:14.0"
"191587","안전신문고 신고실적 기록유지 필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191587","2021-10-31 11:14:37.0"
"191586","서울사랑상품권(제로페이)","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191586","2021-10-31 10:48:15.0"
"191585","1천만( 서울 2백만) 노약자 계단말고 엘리베이터","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191585","2021-10-31 07:06:33.0"
"191584","카페에서 텀블러를 사용하게 해주세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191584","2021-10-31 02:04:26.0"
"191583","경력단절 장년층과 청년들이 win win 할 수 있는 방법을 찾아보자.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191583","2021-10-31 00:11:34.0"
"191582","서울의 보물 한강에 살리라","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191582","2021-10-30 20:27:31.0"
"191581","주택 공급방안에 대한 의견","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191581","2021-10-30 17:08:36.0"
"191580","틱톡과 더우인을 활용해 전세계에 서울을 알려보세요.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191580","2021-10-30 10:50:09.0"
"191579","저상버스와 지하철 엘레베이터 도입 등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191579","2021-10-30 09:27:09.0"
"191578","서울클린업시스템자유게시판 글쓰기란 수졍요청제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191578","2021-10-29 23:36:25.0"
"191577","엘리베이터 탈 때 장애인배려","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191577","2021-10-29 23:28:33.0"
"191576","교통약자(장애인 노인) 택시 요청 호출기(버튼) 설치 요청","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191576","2021-10-29 22:00:13.0"
"191575","완전히 독도를 즐기는 방법을 고민해보자","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191575","2021-10-29 18:31:44.0"
"191574","휠체어장애인의 저상버스 이용의 어려움","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191574","2021-10-29 16:56:42.0"
"191573","간접흡연 예방","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191573","2021-10-29 16:45:24.0"
"191572","임산부 뱃지에 관하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191572","2021-10-29 14:37:35.0"
"191571","시각장애인과 휠체어 장애인을 위한 대중교통 안내방송 확대","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191571","2021-10-29 14:30:28.0"
"191570","보조기기를 사용하는 장애인이 &#39;교통약자석&#39;을 이용할 수 있도록 편의 환경을 마련해주세요!","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191570","2021-10-29 14:29:11.0"
"191569","버스 정류장","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191569","2021-10-29 12:23:48.0"
"191568","교통약자가 누구인지에 관한 인식 개선 캠페인이 필요하다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191568","2021-10-29 11:05:34.0"
"191567","교통약자(장애인 임산부 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191567","2021-10-29 10:58:35.0"
"191566","버스정거장 휠체어 접근성","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191566","2021-10-29 10:52:34.0"
"191565","인식개선 홍보 포스터와 공익광고","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191565","2021-10-29 10:28:14.0"
"191564","비어있는 배려석","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191564","2021-10-29 10:09:48.0"
"191563","노상주차장과 거주자우선주차구역 구분","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191563","2021-10-29 09:21:58.0"
"191562","지하철역사 출입구버스정류장에 자전거킥보드 주차 금지 구역 그림","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191562","2021-10-29 08:30:09.0"
"191561","공교육에서 미디어 리터러시를 기를 수 있는 수업 시간을 마련할 것을 제안합니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191561","2021-10-28 20:39:09.0"
"191560","&#39;배려석&#39;에 대한 인식 개선 캠페인","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191560","2021-10-28 20:15:44.0"
"191559","임산부 배려석 활용 방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191559","2021-10-28 20:11:45.0"
"191558","안전신문고의 회신문도 반드시 조치 완료 사진 첨부 필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191558","2021-10-28 10:43:02.0"
"191557","제안(신고) 국민과 담당 공무원 개인정보 제공의 형평성 조정 필요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191557","2021-10-28 10:41:19.0"
"191556","일반석 사이에 “함께 어르신과 앉아요”","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191556","2021-10-27 22:21:46.0"
"191554","창2동준공업지역 재개발건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191554","2021-10-27 21:07:26.0"
"191553","서울공예박물관 전시 1동 입구 앞 광장 연결 보도개설 건의","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191553","2021-10-27 20:44:06.0"
"191552","자하문로 60-1에서  74앞까지 가로등 보안등 소등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191552","2021-10-27 13:41:02.0"
"191551","자하문로 54","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191551","2021-10-27 13:37:42.0"
"191550","돌연사 뇌졸증 예방을 위한 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191550","2021-10-27 12:18:37.0"
"191548","아현중 정문 행단보도 설치","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191548","2021-10-26 16:07:59.0"
"191547","인식개선 운동","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191547","2021-10-26 13:34:14.0"
"191546","도로가 울퉁불퉁하여  안전사고가 우려됩니다.","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191546","2021-10-26 11:36:53.0"
"191545","정보격차 해소를 위해 정보교육을 활성화하고 적극적인 홍보를 해주세요","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191545","2021-10-26 09:05:57.0"
"191544","세종문화회관 북측 횡단보도 패임","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191544","2021-10-25 19:07:53.0"
"191543","경찰청 앞 도로 표지판 led훼손","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191543","2021-10-25 19:05:54.0"
"191542","성신여대 중앙 정류장 재포장","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191542","2021-10-25 19:03:06.0"
"191541","자하문로 31앞 가로등 보안등 소등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191541","2021-10-25 18:47:13.0"
"191539","시각장애인의 버스 이용 환경 개선","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191539","2021-10-25 18:40:08.0"
"191538","경복궁 7번출구에서 사직로 정거장의 시각보도 신설","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191538","2021-10-25 18:21:24.0"
"191537","어린이 통학차량 전기차 전환을 위한 서울시 전기통학차량 지원 대폭 확대요구","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191537","2021-10-25 14:20:22.0"
"191536","전세사기 피해자이자 근생빌라 피해자입니다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191536","2021-10-25 08:23:43.0"
"191535","임산부 배려석 옆에 아동 배려석 추가 조성 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191535","2021-10-24 23:21:59.0"
"191534","방향성을 수정한 임산부 배려석 인식개선 캠페인 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191534","2021-10-24 13:52:04.0"
"191533","서울시 지하철의 핑크라이트 도입 및 운영 제안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191533","2021-10-24 12:03:18.0"
"191532","포털사이트 뉴스 서비스 개선방안","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191532","2021-10-24 00:26:08.0"
"191531","오세훈 서울시장에게 바란다","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191531","2021-10-23 22:34:56.0"
"191530","패트병 분리수거에 대하여","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191530","2021-10-23 22:12:54.0"
"191529","율곡로 45앞  중간의 가로 보도 튀어 올라 불편","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191529","2021-10-23 17:27:37.0"
"191528","월계로 99앞  가로등 보안등 소등","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191528","2021-10-23 17:17:47.0"
"191527","을지로 60-2앞 볼라드  휘어짐","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191527","2021-10-23 17:13:39.0"
"191526","삼선교로 4-1앞 횡단보도 측구 패임","http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191526","2021-10-23 17:07:16.0"
